final_tweet,label
"@fxmario Bentar, dia kan anggota DPRD ya? Berarti mewakili partai tertentu kan ya pas 2019. Kalau 2020 mundur dari partai atau ganti partai lain, emang masih jadi anggota DPRD?",0
Opa STY gosah mundur Biar aja para petinggi PSSI yg mundur. twitter,0
"@rahmandaraf @Fandom_ID Nah itu dia mas, yg bermasalah FEDERASINYA.. berarti semua yg terlibat dalam PSSI itu harus mundur,semua jajarannya bahkan LIB juga sekalian, kalo hanya ketuanya saja, apa menjamin PSSI akan lebih baik kedepannya, atau bahkan lebih hancur dari yg sekarang?",0
"#styout Iwan bule nabrak Asnawi Mundur Jeng Kelin Viral Inul

Benar gak usah ribut sudah di klarifikasi rektor dan  sejak 2017 rektor di pilih presiden serta pasal pemalsuan izasah sudah dihapuskan di UU ciptaker twitter twitter",0
"Jahat, dia mentamengkan STY. Ya sudah mundur saja kalian semua, STY sekalian. twitter",0
"Tanggung Jawab itu ya mundur 
#IwanBuleOut
#IwanBuleOut
#IwanBuleOut",0
Mundur aja koh..ribet amat twitter,0
@ariiGembul23_ Lha kok sty kon mundur knapa mas?,0
"@whereiselfy Opini gw sih kayaknya ga perlu mundur deh, lagian juga masa jabatannya tahun depan mau abis. Nah setelah masa jabatannya abis baru tuh dirombak biar ga rangkap jabatan gitu. Kalo salahin ketum aja atas tragedi kanjuruhan kayaknya juga ga ada sih",0
"@18fesss Bener, kalo jadwalnya mundur sakitnya lebih parah 🥹",0
@panditfootball Silahkan kalau mau mundur. Zidane juga masih nganggur.,0
"@idextratime Salahhh, haruse kalo iwan bule ga mundur saya yang mundur,",0
"Shin Tae-yong akan Mundur sebagai Pelatih Timnas jika Ketum PSSI Mengundurkan Diri, Imbas Tragedi Kanjuruhan www.jangkara",0
"@iIhamzada Yap bener,. Mundur aja gmasalah, asal semua mundur, semua pengurus PSSI mundur",0
"harus kemana aku mengadu mundur tak bisa maju pun salah
Hanya ALLOH yang bisa membulak balik kan hati manusia 

andaikan dia bukan pemilik surga sudah ku tingalkan",0
"@tegarpribadiah1 @Rby_sd @panditfootball Lha yang bodoh itu sty

Kenapa harus ikut² mundur kalo ketua PSSI mundur?",0
"@tvOneNews Mundur aja lho,emang lho doang yg bisa melatih...jekichen juga bisa jdi pelatih...",0
"@CNNIndonesia Mundur mawon RPP sesok bar ganti PSSI kontrak meneh, nek Ra gelem ganti pelatih liane",0
"Sama seperti mereka yang mendorong ketum PSSI agar mundur, orang2 yg mendukung #STYOut nyatanya cuma segelintir aja",0
"@NarasiNewsroom STYout ....sudah terpapar adab perilaku pejabat Indonesia ...(sudah tidak lagi Korea) yg tidak tau malu tidak bertanggung jawab masa bo'do(h) suka mencari kambing hitam dan korup .
Dia udah tidak seperti di Korea yg mau mundur jika salah dan berani dihukum ...",0
@lantip Emang mundur = tanggung jawab?? Jangan nuntut tanggung jawab klo jadi suporter aja gk bisa tanggung jawab!,0
"@pejuangdolars @FT_IDN tinggal bubarin aja sepak bola kok ribet amat.. nggak ada tuh yg nyuarain ketua club.nya suruh mundur.. kalo mau beres bubarin semua dari akar.nya dong.. club, pssi, timnas, bubarin semua dah beres",0
"@idextratime Lagi ga belain siapa2, ini mah coba bayangin kalo ibul mundur, ternyata kita malah makin nyungseb. Terus ketua yg baru mundur, ganti ketua lagi, nyungseb lagi. Ga kelar sampe sangkakala bunyi",0
"@novanjava96 @idextratime Mundur juga ga mengembalikan nyawa, 🙏",0
@detikcom Sekalian ber 2 mundur !!! Di bawa asuhan sim tae yong juga timnas tdk bermutu..🥴,0
"Tenang pak @iriawan84 tunggu sampai 1juta Tanda Tangan baru mundur, kurang satu aja jangan mau 🤭 twitter",0
@tanyakanrl Bisa nggk sih itu kaki mundur dikit,0
@idextratime Waduh daftar pengurus yang layak di serukan untuk mundur udah gagal mereka memimpin pssi,0
"Oke vik kalo elu masih menyimpan rasa dengan ayah gua
Gua akan MUNDUR",0
"Ketua Umum PSSI tidak mau mundur
Malah bung valentino simanjuntak
Yang mundur
Iwan bule lu sama kaya iwan bopeng buat ulah",0
"@satriohendri Mundur yang menunggu disuruh mundur itu bukan mundur . Tapi dimundurkan . Rupanya di sini STY bukan sekedar melatih bola Bang , tapi juga belajar politik "" menyandra "" ??? Tapi apa mungkin ngefek Bang?",0
"@NarasiNewsroom Mundur aja, silahkan. Masih ada coach Justin",0
"@bangZhack86 pejbt sini mn mo mundur, apalagi ktua mk... posisi pnting buat jegal mnjegal komplen peraturan",0
@GIBOLofficial Ngapain nunggu si bule mundur kalaubkatanya ini ttg moral...mundur ya mundur saja gaknusah nunggu yg lain,0
"@FaktaSepakbola Kalo itu kemauan mu silahkan pak STY, kami kasih karpet merah utk anda mundur",0
@Footballnesia Apasi kesalahan terbesar ketum PSSI hingga kalian ingin dia mundur??,0
"Saya masih berharap dari dulu bahwa uda @febridiansyah mundur saja, biarkan yang lain saja jadi penasehat hukumnya, kalau stament seperti ini kan permainan kata kata saja tidak ada fakta baru yg bisa meyakinkan masyarakat terkait kasus bisa semakin terbuka&amp; jelas duduk perkaranya twitter",0
"@panditfootball @PSSI USULANNYA KALIAN HARUS MAU NERIMA USULAN, YANG USULANNYA ADALAH KALIAN MUNDUR AJA SEMUA!!!",0
maju terus gaakan mundur,0
"@DiBacaAdam #STYOut Silakan saja STY mau mundur, SEPAK BOLA INDONESIA TIDAK AKAN KIAMAT TANPA STY DAN IWAN BULE. Harusnya STY tidak usah ikut2an berkomentar hanya akan memperkeruh suasana. 

Pahami sepak bola Indonesia yg sering ditunggangi urusan politik",0
"STY Mao ngajarin ksatria ke semua pengurus PSSI... Kalo ketua mundur... Udah seharusnya semua pengurus mundur,, kepala ke ekor.
Cuma STY salah kamar aza... Di Indonesia gak begitu jalan maen nya 😂 twitter",0
@key_kyy @idextratime Itu poin2 gw yaa sama kek mereka kalau ibul mundur pssi nya mau gak pertahanin sty atau justru mereka justru mau sty cabut,0
"Mundur dikit pak, gantengnya kelewatan twitter",0
"#STYOut Silakan saja STY mau mundur, SEPAK BOLA INDONESIA TIDAK AKAN KIAMAT TANPA STY DAN IWAN BULE. Harusnya STY tidak usah ikut2an berkomentar hanya akan memperkeruh suasana. 

Pahami sepak bola Indonesia yg sering ditunggangi urusan politik",0
"@panditfootball Yauda STY mundur sekarang, siapa tau si bule ikutan mundur. Setelah bule mundur ntar sty direkrut lagi kalo emang bagus",0
@FaktaSepakbola Ketum PSSI mundur karena dia punya rasa simpati dan empati atas tragedi kanjuruan !! itulah pemimpin yg bertanggung jawab ! saya hormat kalau Ketum PSSI mundur,0
"Anjay, , ,

Dulu  Nugraha Besoes juga mundur ada perubahan di PSSI ❓❓❓ twitter",0
"Round Up STY Ancam Mundur: Tagar #STYOut Ramai, Pemain Buka Suara cnnindonesia",0
"@frklsss @tatapratamaa @seniman_bola @gmthiar Ya, tapi dengan sikapnya ibul sekarang yang gamau disalahkan juga bentuk tidak tanggung jawabnya dia. Pantas untuk mundur.
Statement STY juga aneh, kalau emang mau mundur jadi pelatih ya tinggal mundur.",0
@abdllhismail @FaktaSepakbola karena isinya cuman orang itu - itu aja. makanya mundur itu segerbong sekalian. orang ga berkompeten dinadikan pengurus,0
"@idextratime Banyak bacot, mundur mah mundur aja",0
"@tvOneNews ya udah mundur aja, kalo loyalis bule
#STYOut 
#STYOut",0
"@panditfootball Gpp mundur aja, yg penting PSSI dirombak total ganti semua sampai tingkat kabupaten..",0
"@GOAL_ID Jika sudah tertangkap dan dihukum silakan netizen teriak sekuat""nya meminta seluruh Pengurus PSSI mundur.",0
@FaktaSepakbola Mundur aja silahkan gapapa !!!!! Asuw,0
"@key_kyy @idextratime Dibaca baik2 bang maksud komen gw arahnya kemana, lebih ke pssi yg harus bersikap MISAL ibul mundur, ada misal itu lohhh dan gw juga bilang apa pssi yg justru mau sty, pssi disini yaa itu exco dan jajaranny",0
"@FaktaSepakbola akaudnya bule mundur dulu, trus sty mundur n pengganti bule... mantap",0
"@FaktaSepakbola Ga usah terlalu di tahan tahan lah, kalau mau mundur ya mundu aja. Prestasi jg baru seuprit, pelatih negara besar aja mundur jg ada pengganti yg lebih bagus. Seleksi alam",0
"Ingat hidup cuma sebentar bisa buat sabar &amp; tak lama juga 5 waktu buat kembali sadar...✍😇⏳🖐#ⓚⓐⓜⓘⓢ
___
Mowning Pagiii Morninggg 
KDRT Moana Mundur",0
"@idextratime Percuma ketum mundur, exco masih sama",0
"@ahmadizzaaa oalahhh okayy makasii ja, gw mau nonton maju mundur mulu anjir",0
@FaktaSepakbola Sok atulah mundur...terimakasih.,0
"Padahal sudah nda kuat aja, pake alasan kalo mundur ikutan mundur. 
Objektif terlalu imposible, setelah dipikir-pikir..
mau putus kontrak ndadapat fee;
mau nunggu dipecat nanti track record jelek;
mau nunggu sampe kontrak abis, yo cape ngiming ngimingi juara mulu. 

Kocak.",0
"Telah meninggal dunia:
Jiwa ksatria yang berani mengaku salah dan mundur dari jabatan yang diamanahkan.

Wakanda emang selucu itu. twitter",0
"@FaktaSepakbola Harusnya sty bilang ""saya akan ttp melatih asalkan ibul mundur"" pasti bakal bnyk dukungan
Klo statementnya gtu, yaudah mundur aja, rakyat tau apa yg lbh berharga",0
"@idextratime Kalo untuk ketum dalam periode ibul ini emang nunjukin perubahan yg agak signifikan, tapi semisal cuma ibul sama sty yg mundur sedangkan exco gada perubahan samsek ya percuma.",0
@yulius_wisnu padahal kalo STY mundur duluan tuh para petinggi PSSI ga akan ikutan.. biar relain STY daripada masih dikuasai orang-orang ga ada hati dan akal begitu.,0
@panditfootball ENAK AJA MUNDUR...,0
